instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
572,2011-01-26,1,0,1,0,False,3,2,0.22,0.2273,0.69,0.1343,3,14,17.0
573,2011-01-26,1,0,1,1,False,3,2,0.24,0.2424,0.65,0.1343,0,5,5.0
574,2011-01-26,1,0,1,2,False,3,3,0.22,0.2273,0.69,0.194,3,7,10.0
575,2011-01-26,1,0,1,5,False,3,3,0.2,0.1818,0.86,0.2836,0,1,1.0
576,2011-01-26,1,0,1,6,False,3,3,0.2,0.1818,0.86,0.2836,0,8,8.0
577,2011-01-26,1,0,1,7,False,3,3,0.22,0.2121,0.87,0.2985,1,29,30.0
578,2011-01-26,1,0,1,8,False,3,3,0.22,0.2121,0.87,0.2985,3,69,72.0
579,2011-01-26,1,0,1,9,False,3,3,0.22,0.2121,0.87,0.2985,3,55,58.0
580,2011-01-26,1,0,1,10,False,3,3,0.22,0.2121,0.93,0.2836,2,26,28.0
581,2011-01-26,1,0,1,11,False,3,3,0.22,0.197,0.93,0.3284,6,35,41.0
582,2011-01-26,1,0,1,12,False,3,3,0.22,0.197,0.93,0.3284,7,41,48.0
583,2011-01-26,1,0,1,13,False,3,3,0.22,0.197,0.93,0.3284,4,43,47.0
584,2011-01-26,1,0,1,14,False,3,3,0.22,0.197,0.93,0.3582,0,36,36.0
585,2011-01-26,1,0,1,15,False,3,3,0.22,0.1818,0.93,0.4627,1,42,43.0
586,2011-01-26,1,0,1,16,False,3,4,0.22,0.197,0.93,0.3284,1,35,36.0
587,2011-01-26,1,0,1,17,False,3,3,0.2,0.1818,0.93,0.3582,0,26,26.0
588,2011-01-27,1,0,1,16,False,4,1,0.22,0.2273,0.55,0.194,1,23,24.0
589,2011-01-27,1,0,1,17,False,4,1,0.22,0.2424,0.55,0.1045,2,82,84.0
590,2011-01-27,1,0,1,18,False,4,1,0.2,0.2273,0.69,0.0896,3,101,104.0
591,2011-01-27,1,0,1,19,False,4,1,0.2,0.2273,0.69,0.0896,3,76,79.0
592,2011-01-27,1,0,1,20,False,4,1,0.18,0.2121,0.74,0.0896,4,55,59.0
593,2011-01-27,1,0,1,21,False,4,1,0.18,0.2121,0.74,0.0896,2,36,38.0
594,2011-01-27,1,0,1,22,False,4,1,0.18,0.2121,0.74,0.0896,0,27,27.0
595,2011-01-27,1,0,1,23,False,4,1,0.18,0.197,0.8,0.1642,0,16,16.0
596,2011-01-28,1,0,1,0,False,5,2,0.2,0.2121,0.75,0.1343,0,9,9.0
597,2011-01-28,1,0,1,1,False,5,2,0.2,0.2121,0.75,0.1343,1,2,3.0
598,2011-01-28,1,0,1,2,False,5,2,0.2,0.2121,0.75,0.1642,0,2,2.0
599,2011-01-28,1,0,1,3,False,5,2,0.2,0.2273,0.75,0.1045,1,0,1.0
600,2011-01-28,1,0,1,5,False,5,2,0.18,0.2121,0.8,0.1045,0,4,4.0
601,2011-01-28,1,0,1,6,False,5,2,0.18,0.197,0.8,0.1343,0,16,16.0
602,2011-01-28,1,0,1,7,False,5,2,0.16,0.197,0.86,0.0896,2,58,60.0
603,2011-01-28,1,0,1,8,False,5,2,0.16,0.197,0.86,0.0896,2,155,157.0
604,2011-01-28,1,0,1,9,False,5,3,0.18,0.2121,0.86,0.0896,6,95,101.0
605,2011-01-28,1,0,1,10,False,5,3,0.18,0.2121,0.86,0.1045,0,49,49.0
606,2011-01-28,1,0,1,11,False,5,3,0.18,0.2121,0.93,0.1045,0,30,30.0
607,2011-01-28,1,0,1,12,False,5,3,0.18,0.2121,0.93,0.1045,1,28,29.0
608,2011-01-28,1,0,1,13,False,5,3,0.18,0.2121,0.93,0.1045,0,31,31.0
609,2011-01-28,1,0,1,14,False,5,3,0.22,0.2727,0.8,0.0,2,36,38.0
610,2011-01-28,1,0,1,15,False,5,2,0.2,0.2576,0.86,0.0,1,40,41.0
620,2011-01-29,1,0,1,1,False,6,1,0.22,0.2273,0.64,0.194,0,20,20.0
621,2011-01-29,1,0,1,2,False,6,1,0.22,0.2273,0.64,0.1642,0,15,15.0
622,2011-01-29,1,0,1,3,False,6,1,0.2,0.2121,0.64,0.1343,3,5,8.0
623,2011-01-29,1,0,1,4,False,6,1,0.16,0.1818,0.69,0.1045,1,2,3.0
624,2011-01-29,1,0,1,6,False,6,1,0.16,0.1818,0.64,0.1343,0,2,2.0
625,2011-01-29,1,0,1,7,False,6,1,0.16,0.1818,0.59,0.1045,1,4,5.0
626,2011-01-29,1,0,1,8,False,6,1,0.18,0.197,0.55,0.1642,3,31,34.0
627,2011-01-29,1,0,1,9,False,6,1,0.18,0.2121,0.59,0.0896,0,34,34.0
628,2011-01-29,1,0,1,10,False,6,2,0.18,0.2121,0.64,0.1045,4,51,55.0
629,2011-01-29,1,0,1,11,False,6,2,0.18,0.197,0.64,0.1343,4,60,64.0
630,2011-01-29,1,0,1,12,False,6,2,0.2,0.197,0.59,0.194,12,66,78.0
631,2011-01-29,1,0,1,13,False,6,2,0.22,0.2273,0.55,0.1642,9,56,65.0
632,2011-01-29,1,0,1,14,False,6,2,0.22,0.2273,0.6,0.1343,10,89,99.0
633,2011-01-29,1,0,1,15,False,6,1,0.22,0.2121,0.69,0.2537,22,98,120.0
634,2011-01-29,1,0,1,16,False,6,1,0.24,0.2424,0.6,0.1642,19,88,107.0
635,2011-01-29,1,0,1,17,False,6,1,0.24,0.2879,0.6,0.0,9,82,91.0
636,2011-01-29,1,0,1,18,False,6,1,0.22,0.2273,0.69,0.1343,9,59,68.0
637,2011-01-29,1,0,1,19,False,6,2,0.22,0.2121,0.69,0.2537,6,52,58.0
638,2011-01-29,1,0,1,20,False,6,1,0.18,0.2121,0.74,0.0896,1,42,43.0
639,2011-01-29,1,0,1,21,False,6,1,0.18,0.2121,0.74,0.0896,1,35,36.0
640,2011-01-29,1,0,1,22,False,6,1,0.16,0.197,0.8,0.0896,4,28,32.0
641,2011-01-29,1,0,1,23,False,6,1,0.16,0.197,0.8,0.0896,3,30,33.0
642,2011-01-30,1,0,1,0,False,0,1,0.16,0.1818,0.8,0.1045,0,33,33.0
643,2011-01-30,1,0,1,1,False,0,1,0.14,0.2121,0.8,0.0,7,22,29.0
644,2011-01-30,1,0,1,2,False,0,1,0.16,0.2273,0.8,0.0,1,10,11.0
645,2011-01-30,1,0,1,3,False,0,1,0.14,0.2121,0.93,0.0,1,7,8.0
646,2011-01-30,1,0,1,4,False,0,1,0.14,0.2121,0.93,0.0,0,1,1.0
647,2011-01-30,1,0,1,5,False,0,1,0.14,0.2121,0.86,0.0,0,3,3.0
648,2011-01-30,1,0,1,7,False,0,1,0.14,0.2121,0.86,0.0,0,3,3.0
649,2011-01-30,1,0,1,8,False,0,2,0.14,0.2121,0.86,0.0,1,11,12.0
650,2011-01-30,1,0,1,9,False,0,2,0.16,0.2273,0.8,0.0,4,34,38.0
651,2011-01-30,1,0,1,10,False,0,2,0.18,0.2424,0.8,0.0,7,57,64.0
652,2011-01-30,1,0,1,11,False,0,1,0.22,0.2727,0.75,0.0,9,50,59.0
653,2011-01-30,1,0,1,12,False,0,1,0.3,0.3182,0.52,0.1045,10,87,97.0
654,2011-01-30,1,0,1,13,False,0,1,0.28,0.2879,0.61,0.1045,13,71,84.0
655,2011-01-30,1,0,1,14,False,0,1,0.28,0.303,0.61,0.0896,18,104,122.0
656,2011-01-30,1,0,1,15,False,0,1,0.3,0.3333,0.56,0.0,14,95,109.0
657,2011-01-30,1,0,1,16,False,0,1,0.3,0.3333,0.56,0.0,19,104,123.0
658,2011-01-30,1,0,1,17,False,0,1,0.3,0.2879,0.56,0.194,6,71,77.0
659,2011-01-30,1,0,1,18,False,0,1,0.26,0.2576,0.65,0.1642,8,57,65.0
660,2011-01-30,1,0,1,19,False,0,1,0.26,0.2576,0.65,0.194,9,46,55.0
661,2011-01-30,1,0,1,20,False,0,2,0.26,0.2727,0.65,0.1045,3,30,33.0
662,2011-01-30,1,0,1,21,False,0,2,0.24,0.2424,0.7,0.1642,3,25,28.0
663,2011-01-30,1,0,1,22,False,0,2,0.24,0.2273,0.7,0.194,2,19,21.0
664,2011-01-30,1,0,1,23,False,0,2,0.24,0.2121,0.65,0.2836,5,16,21.0
665,2011-01-31,1,0,1,0,False,1,2,0.24,0.2273,0.65,0.2239,1,6,7.0
666,2011-01-31,1,0,1,1,False,1,1,0.22,0.2121,0.64,0.2537,2,5,7.0
667,2011-01-31,1,0,1,2,False,1,1,0.22,0.2273,0.64,0.194,0,1,1.0
668,2011-01-31,1,0,1,3,False,1,1,0.22,0.2273,0.64,0.194,0,2,2.0
669,2011-01-31,1,0,1,4,False,1,1,0.2,0.197,0.59,0.2239,0,2,2.0
670,2011-01-31,1,0,1,5,False,1,1,0.18,0.1667,0.64,0.2836,0,8,8.0
671,2011-01-31,1,0,1,6,False,1,1,0.16,0.1364,0.69,0.3284,0,37,37.0
672,2011-01-31,1,0,1,7,False,1,2,0.16,0.1364,0.64,0.2836,1,71,72.0
673,2011-01-31,1,0,1,8,False,1,2,0.16,0.1364,0.59,0.2836,3,182,49.0
674,2011-01-31,1,0,1,9,False,1,2,0.16,0.1364,0.59,0.2985,0,112,112.0
675,2011-01-31,1,0,1,10,False,1,2,0.16,0.1515,0.59,0.194,1,68,69.0
676,2011-01-31,1,0,1,11,False,1,2,0.16,0.1515,0.59,0.194,2,46,48.0
677,2011-01-31,1,0,1,12,False,1,2,0.18,0.2121,0.55,0.1045,6,62,68.0
678,2011-01-31,1,0,1,13,False,1,2,0.16,0.2273,0.59,0.0,2,52,54.0
679,2011-01-31,1,0,1,14,False,1,2,0.18,0.197,0.55,0.1343,1,85,86.0
680,2011-01-31,1,0,1,15,False,1,2,0.16,0.1818,0.59,0.1343,3,41,44.0
681,2011-01-31,1,0,1,16,False,1,2,0.16,0.1818,0.56,0.194,3,83,86.0
682,2011-01-31,1,0,1,17,False,1,2,0.16,0.1515,0.59,0.194,6,155,161.0
683,2011-01-31,1,0,1,18,False,1,2,0.16,0.1515,0.55,0.2239,3,153,156.0
684,2011-01-31,1,0,1,19,False,1,1,0.3,0.3182,0.61,0.1045,3,108,111.0
685,2011-01-31,1,0,1,20,False,1,3,0.16,0.1667,0.59,0.1642,0,78,78.0
686,2011-01-31,1,0,1,21,False,1,3,0.16,0.197,0.59,0.0896,3,53,56.0
687,2011-01-31,1,0,1,22,False,1,2,0.16,0.1818,0.59,0.1045,0,34,34.0
688,2011-01-31,1,0,1,23,False,1,2,0.16,0.197,0.64,0.0896,2,15,17.0
689,2011-02-01,1,0,2,0,False,2,2,0.16,0.1818,0.64,0.1045,2,6,8.0
690,2011-02-01,1,0,2,1,False,2,2,0.16,0.1818,0.69,0.1045,0,3,3.0
691,2011-02-01,1,0,2,2,False,2,2,0.16,0.2273,0.69,0.0,0,2,2.0
692,2011-02-01,1,0,2,3,False,2,2,0.16,0.2273,0.69,0.0,0,2,2.0
693,2011-02-01,1,0,2,5,False,2,3,0.14,0.2121,0.93,0.0,0,3,3.0
694,2011-02-01,1,0,2,6,False,2,3,0.14,0.2121,0.93,0.0,0,22,22.0
695,2011-02-01,1,0,2,7,False,2,3,0.16,0.2273,0.93,0.0,0,52,52.0
696,2011-02-01,1,0,2,8,False,2,3,0.16,0.2273,0.93,0.0,3,132,135.0
697,2011-02-01,1,0,2,9,False,2,2,0.16,0.2273,0.93,0.0,2,114,116.0
698,2011-02-01,1,0,2,10,False,2,2,0.16,0.2273,0.93,0.0,0,47,47.0
699,2011-02-01,1,0,2,11,False,2,2,0.18,0.2424,0.86,0.0,2,49,51.0
700,2011-02-01,1,0,2,12,False,2,2,0.2,0.2576,0.86,0.0,2,53,55.0
701,2011-02-01,1,0,2,13,False,2,2,0.2,0.2576,0.86,0.0,3,49,52.0
702,2011-02-01,1,0,2,14,False,2,2,0.22,0.2576,0.8,0.0896,5,49,54.0
703,2011-02-01,1,0,2,15,False,2,2,0.24,0.2879,0.75,0.0,7,45,52.0
704,2011-02-01,1,0,2,16,False,2,2,0.24,0.2424,0.75,0.1343,3,61,64.0
705,2011-02-01,1,0,2,17,False,2,2,0.24,0.2879,0.75,0.0,4,172,176.0
706,2011-02-01,1,0,2,18,False,2,2,0.24,0.2576,0.81,0.1045,3,165,168.0
707,2011-02-01,1,0,2,19,False,2,2,0.24,0.2424,0.81,0.1343,3,105,108.0
708,2011-02-01,1,0,2,20,False,2,2,0.22,0.2273,0.87,0.1343,5,69,74.0
709,2011-02-01,1,0,2,21,False,2,2,0.22,0.2273,0.87,0.1343,0,64,64.0
710,2011-02-01,1,0,2,22,False,2,2,0.22,0.2576,0.87,0.0896,2,34,36.0
711,2011-02-01,1,0,2,23,False,2,3,0.2,0.197,0.93,0.194,1,15,16.0
712,2011-02-02,1,0,2,0,False,3,3,0.22,0.2424,0.93,0.1045,0,2,2.0
713,2011-02-02,1,0,2,1,False,3,3,0.22,0.2273,0.93,0.194,0,3,3.0
714,2011-02-02,1,0,2,2,False,3,3,0.22,0.2273,0.93,0.1343,4,0,4.0
715,2011-02-02,1,0,2,3,False,3,3,0.22,0.2273,0.93,0.1343,0,1,1.0
716,2011-02-02,1,0,2,4,False,3,3,0.22,0.2121,0.93,0.2836,0,1,1.0
717,2011-02-02,1,0,2,5,False,3,3,0.22,0.2424,0.93,0.1045,0,3,3.0
718,2011-02-02,1,0,2,6,False,3,3,0.22,0.2424,0.93,0.1045,1,17,18.0
719,2011-02-02,1,0,2,7,False,3,3,0.22,0.2121,0.93,0.2239,1,48,49.0
720,2011-02-02,1,0,2,8,False,3,3,0.22,0.2121,0.93,0.2239,1,154,155.0
721,2011-02-02,1,0,2,9,False,3,2,0.24,0.2576,0.93,0.0896,4,119,123.0
722,2011-02-02,1,0,2,10,False,3,2,0.22,0.2727,1.0,0.0,2,59,61.0
723,2011-02-02,1,0,2,11,False,3,2,0.24,0.2273,0.93,0.194,5,47,52.0
724,2011-02-02,1,0,2,12,False,3,2,0.24,0.2273,0.93,0.2239,3,61,64.0
725,2011-02-02,1,0,2,13,False,3,1,0.34,0.3333,0.93,0.1642,1,74,75.0
726,2011-02-02,1,0,2,14,False,3,1,0.38,0.3939,0.82,0.3881,2,61,63.0
727,2011-02-02,1,0,2,15,False,3,1,0.38,0.3939,0.76,0.3284,10,66,76.0
728,2011-02-02,1,0,2,16,False,3,1,0.36,0.3333,0.71,0.2985,8,95,103.0
729,2011-02-02,1,0,2,17,False,3,1,0.36,0.3182,0.53,0.5224,7,183,49.0
730,2011-02-02,1,0,2,18,False,3,1,0.34,0.2879,0.42,0.5522,7,175,182.0
731,2011-02-02,1,0,2,19,False,3,1,0.28,0.2424,0.45,0.4925,3,88,91.0
732,2011-02-02,1,0,2,20,False,3,1,0.24,0.197,0.48,0.5522,4,71,75.0
733,2011-02-02,1,0,2,21,False,3,1,0.22,0.197,0.47,0.3284,1,62,63.0
734,2011-02-02,1,0,2,22,False,3,1,0.22,0.2121,0.44,0.2537,5,35,40.0
735,2011-02-02,1,0,2,23,False,3,1,0.2,0.1667,0.44,0.4478,3,29,32.0
736,2011-02-03,1,0,2,0,False,4,1,0.2,0.1667,0.4,0.4478,1,11,12.0
737,2011-02-03,1,0,2,1,False,4,1,0.2,0.1515,0.44,0.5224,0,5,5.0
738,2011-02-03,1,0,2,2,False,4,1,0.18,0.1667,0.43,0.2537,0,2,2.0
739,2011-02-03,1,0,2,3,False,4,1,0.18,0.1667,0.43,0.2537,0,1,1.0
740,2011-02-03,1,0,2,5,False,4,1,0.16,0.1364,0.5,0.2985,0,2,2.0
741,2011-02-03,1,0,2,6,False,4,1,0.16,0.1364,0.43,0.3582,0,39,39.0
742,2011-02-03,1,0,2,7,False,4,1,0.14,0.1212,0.5,0.3284,1,86,87.0
743,2011-02-03,1,0,2,8,False,4,1,0.14,0.1212,0.5,0.3582,4,184,49.0
744,2011-02-03,1,0,2,9,False,4,1,0.16,0.1364,0.47,0.2985,6,127,133.0
745,2011-02-03,1,0,2,10,False,4,1,0.18,0.1515,0.43,0.3284,2,50,52.0
746,2011-02-03,1,0,2,11,False,4,1,0.18,0.1364,0.43,0.4478,9,55,64.0
747,2011-02-03,1,0,2,12,False,4,1,0.2,0.1818,0.4,0.3582,2,67,69.0
748,2011-02-03,1,0,2,13,False,4,1,0.2,0.1667,0.4,0.4179,4,47,51.0
749,2011-02-03,1,0,2,14,False,4,1,0.22,0.197,0.37,0.3881,4,43,47.0
750,2011-02-03,1,0,2,15,False,4,1,0.22,0.197,0.37,0.3284,4,56,60.0
751,2011-02-03,1,0,2,16,False,4,1,0.22,0.2121,0.37,0.2537,5,73,78.0
752,2011-02-03,1,0,2,17,False,4,1,0.2,0.197,0.4,0.194,5,170,175.0
753,2011-02-03,1,0,2,18,False,4,1,0.2,0.2121,0.4,0.1642,2,145,147.0
754,2011-02-03,1,0,2,19,False,4,1,0.2,0.2576,0.4,0.0,4,92,96.0
755,2011-02-03,1,0,2,20,False,4,1,0.2,0.2273,0.47,0.0896,1,108,109.0
756,2011-02-03,1,0,2,21,False,4,1,0.18,0.2121,0.55,0.1045,1,53,54.0
757,2011-02-03,1,0,2,22,False,4,1,0.18,0.2121,0.51,0.0896,2,39,41.0
758,2011-02-03,1,0,2,23,False,4,1,0.2,0.2273,0.47,0.1045,4,34,38.0
759,2011-02-04,1,0,2,0,False,5,2,0.2,0.2576,0.44,0.0,3,10,13.0
760,2011-02-04,1,0,2,1,False,5,2,0.16,0.2273,0.59,0.0,0,7,7.0
761,2011-02-04,1,0,2,2,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1.0
762,2011-02-04,1,0,2,3,False,5,2,0.14,0.1667,0.63,0.1045,0,1,1.0
763,2011-02-04,1,0,2,5,False,5,2,0.14,0.1515,0.63,0.1343,0,7,7.0
764,2011-02-04,1,0,2,6,False,5,2,0.16,0.2273,0.55,0.0,2,26,28.0
765,2011-02-04,1,0,2,7,False,5,1,0.14,0.2121,0.59,0.0,0,87,87.0
766,2011-02-04,1,0,2,8,False,5,1,0.14,0.1515,0.74,0.1343,3,217,49.0
767,2011-02-04,1,0,2,9,False,5,2,0.16,0.1818,0.8,0.1343,3,124,127.0
768,2011-02-04,1,0,2,10,False,5,2,0.2,0.2121,0.51,0.1343,5,46,51.0
769,2011-02-04,1,0,2,11,False,5,1,0.22,0.2273,0.51,0.1642,3,61,64.0
770,2011-02-04,1,0,2,12,False,5,2,0.24,0.2424,0.48,0.1642,8,78,86.0
771,2011-02-04,1,0,2,13,False,5,2,0.26,0.2576,0.5,0.2239,9,73,82.0
772,2011-02-04,1,0,2,14,False,5,2,0.28,0.2727,0.45,0.1642,15,76,91.0
773,2011-02-04,1,0,2,15,False,5,2,0.28,0.2727,0.48,0.2537,9,81,90.0
774,2011-02-04,1,0,2,16,False,5,2,0.3,0.2879,0.42,0.2239,8,91,99.0
775,2011-02-04,1,0,2,17,False,5,2,0.26,0.2727,0.56,0.1343,10,195,49.0
776,2011-02-04,1,0,2,18,False,5,2,0.24,0.2576,0.6,0.1045,3,152,155.0
777,2011-02-04,1,0,2,19,False,5,2,0.24,0.2424,0.65,0.1343,1,102,103.0
778,2011-02-04,1,0,2,20,False,5,2,0.24,0.2424,0.65,0.1642,2,69,71.0
779,2011-02-04,1,0,2,21,False,5,2,0.24,0.2424,0.7,0.1642,2,41,43.0
780,2011-02-04,1,0,2,22,False,5,2,0.24,0.2424,0.65,0.1642,1,45,46.0
781,2011-02-04,1,0,2,23,False,5,2,0.24,0.2424,0.7,0.1343,1,30,31.0
782,2011-02-05,1,0,2,0,False,6,2,0.24,0.2424,0.7,0.1642,3,36,39.0
783,2011-02-05,1,0,2,1,False,6,2,0.24,0.2424,0.65,0.1642,1,17,18.0
784,2011-02-05,1,0,2,2,False,6,2,0.24,0.2424,0.75,0.1642,5,12,17.0
785,2011-02-05,1,0,2,3,False,6,2,0.24,0.2424,0.75,0.1642,1,10,11.0
786,2011-02-05,1,0,2,4,False,6,3,0.22,0.2273,0.93,0.1343,0,8,8.0
787,2011-02-05,1,0,2,5,False,6,3,0.2,0.2273,1.0,0.0896,0,9,9.0
788,2011-02-05,1,0,2,6,False,6,3,0.2,0.2576,1.0,0.0,0,4,4.0
789,2011-02-05,1,0,2,7,False,6,3,0.22,0.2576,0.93,0.0896,0,4,4.0
790,2011-02-05,1,0,2,8,False,6,3,0.2,0.2273,1.0,0.0896,0,10,10.0
791,2011-02-05,1,0,2,9,False,6,3,0.2,0.2273,1.0,0.0896,3,17,20.0
792,2011-02-05,1,0,2,10,False,6,3,0.2,0.2121,1.0,0.1343,3,31,34.0
793,2011-02-05,1,0,2,11,False,6,3,0.22,0.2273,1.0,0.1343,1,46,47.0
794,2011-02-05,1,0,2,12,False,6,3,0.22,0.2273,1.0,0.1642,10,42,52.0
795,2011-02-05,1,0,2,13,False,6,3,0.22,0.2273,1.0,0.1642,10,62,72.0
796,2011-02-05,1,0,2,14,False,6,3,0.22,0.2727,1.0,0.0,5,50,55.0
797,2011-02-05,1,0,2,15,False,6,3,0.22,0.2727,1.0,0.0,11,49,60.0
798,2011-02-05,1,0,2,16,False,6,3,0.22,0.2273,1.0,0.1343,8,63,71.0
799,2011-02-05,1,0,2,17,False,6,2,0.24,0.2121,1.0,0.2836,14,64,78.0
800,2011-02-05,1,0,2,18,False,6,2,0.28,0.2424,0.93,0.4478,2,81,83.0
801,2011-02-05,1,0,2,19,False,6,2,0.28,0.2424,0.93,0.4478,6,78,84.0
802,2011-02-05,1,0,2,20,False,6,1,0.3,0.2879,0.87,0.2537,5,64,69.0
803,2011-02-05,1,0,2,21,False,6,1,0.26,0.2576,1.0,0.194,3,53,56.0
804,2011-02-05,1,0,2,22,False,6,1,0.26,0.2727,0.93,0.1343,2,43,45.0
805,2011-02-05,1,0,2,23,False,6,1,0.26,0.2576,0.93,0.2239,7,52,59.0
806,2011-02-06,1,0,2,0,False,0,1,0.26,0.2576,0.7,0.194,2,37,39.0
807,2011-02-06,1,0,2,1,False,0,1,0.26,0.2273,0.65,0.4179,4,40,44.0
808,2011-02-06,1,0,2,2,False,0,1,0.26,0.2273,0.6,0.3284,0,20,20.0
809,2011-02-06,1,0,2,3,False,0,1,0.26,0.2879,0.6,0.0896,3,10,13.0
810,2011-02-06,1,0,2,4,False,0,1,0.26,0.2273,0.6,0.3582,0,2,2.0
811,2011-02-06,1,0,2,5,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1.0
812,2011-02-06,1,0,2,6,False,0,1,0.26,0.2576,0.6,0.2239,0,1,1.0
813,2011-02-06,1,0,2,7,False,0,1,0.24,0.2424,0.65,0.1642,0,8,8.0
814,2011-02-06,1,0,2,8,False,0,1,0.24,0.2576,0.65,0.1045,2,21,23.0
815,2011-02-06,1,0,2,9,False,0,1,0.28,0.2879,0.56,0.1045,7,38,45.0
816,2011-02-06,1,0,2,10,False,0,1,0.3,0.2879,0.52,0.2537,15,74,89.0
817,2011-02-06,1,0,2,11,False,0,1,0.32,0.303,0.49,0.2537,28,89,117.0
818,2011-02-06,1,0,2,12,False,0,1,0.34,0.3333,0.46,0.0,48,126,174.0
819,2011-02-06,1,0,2,13,False,0,1,0.34,0.3636,0.46,0.0,47,135,182.0
820,2011-02-06,1,0,2,14,False,0,1,0.34,0.3485,0.46,0.0896,47,114,161.0
821,2011-02-06,1,0,2,15,False,0,1,0.34,0.3485,0.46,0.0896,52,130,182.0
822,2011-02-06,1,0,2,16,False,0,1,0.34,0.3485,0.49,0.1045,42,115,157.0
823,2011-02-06,1,0,2,17,False,0,1,0.34,0.3636,0.46,0.0,24,97,121.0
824,2011-02-06,1,0,2,18,False,0,1,0.3,0.303,0.56,0.1642,13,65,78.0
825,2011-02-06,1,0,2,19,False,0,1,0.28,0.2879,0.61,0.1343,1,20,21.0
826,2011-02-06,1,0,2,20,False,0,1,0.28,0.2879,0.61,0.1045,5,21,26.0
827,2011-02-06,1,0,2,21,False,0,1,0.26,0.303,0.6,0.0,5,22,27.0
828,2011-02-06,1,0,2,22,False,0,1,0.26,0.303,0.6,0.0,5,57,62.0
829,2011-02-06,1,0,2,23,False,0,1,0.24,0.2879,0.65,0.0,4,26,30.0
830,2011-02-07,1,0,2,0,False,1,1,0.24,0.2879,0.65,0.0,1,14,15.0
831,2011-02-07,1,0,2,1,False,1,1,0.22,0.2727,0.75,0.0,1,4,5.0
832,2011-02-07,1,0,2,2,False,1,1,0.2,0.2576,0.8,0.0,0,3,3.0
833,2011-02-07,1,0,2,3,False,1,1,0.2,0.2576,0.86,0.0,0,1,1.0
834,2011-02-07,1,0,2,4,False,1,1,0.2,0.2576,0.86,0.0,1,1,2.0
835,2011-02-07,1,0,2,5,False,1,1,0.2,0.2576,0.86,0.0,1,9,10.0
836,2011-02-07,1,0,2,6,False,1,1,0.18,0.2424,0.93,0.0,1,29,30.0
837,2011-02-07,1,0,2,7,False,1,1,0.18,0.2424,0.86,0.0,6,89,95.0
838,2011-02-07,1,0,2,8,False,1,2,0.16,0.2273,1.0,0.0,7,223,49.0
839,2011-02-07,1,0,2,9,False,1,1,0.22,0.2727,0.8,0.0,3,115,118.0
840,2011-02-07,1,0,2,10,False,1,1,0.24,0.2576,0.75,0.1045,6,49,55.0
841,2011-02-07,1,0,2,11,False,1,1,0.3,0.3182,0.65,0.0896,11,36,47.0
842,2011-02-07,1,0,2,12,False,1,2,0.32,0.3485,0.62,0.0,7,59,66.0
843,2011-02-07,1,0,2,13,False,1,2,0.36,0.3636,0.57,0.0896,10,54,64.0
844,2011-02-07,1,0,2,14,False,1,2,0.36,0.3636,0.57,0.0896,8,52,60.0
845,2011-02-07,1,0,2,15,False,1,2,0.38,0.3939,0.54,0.0896,4,46,50.0
846,2011-02-07,1,0,2,16,False,1,2,0.36,0.3485,0.57,0.1343,16,98,114.0
847,2011-02-07,1,0,2,17,False,1,2,0.32,0.3182,0.7,0.1642,9,207,49.0
848,2011-02-07,1,0,2,18,False,1,2,0.34,0.3333,0.66,0.1343,5,170,175.0
849,2011-02-07,1,0,2,19,False,1,2,0.32,0.3485,0.7,0.0,5,123,128.0
850,2011-02-07,1,0,2,20,False,1,2,0.32,0.3333,0.7,0.1045,6,82,88.0
851,2011-02-07,1,0,2,21,False,1,1,0.32,0.3485,0.7,0.0,3,75,78.0
852,2011-02-07,1,0,2,22,False,1,1,0.28,0.303,0.81,0.0896,3,34,37.0
853,2011-02-07,1,0,2,23,False,1,2,0.3,0.3333,0.81,0.0,6,19,25.0
854,2011-02-08,1,0,2,0,False,2,2,0.28,0.3182,0.87,0.0,4,6,10.0
855,2011-02-08,1,0,2,1,False,2,2,0.28,0.3182,0.87,0.0,0,4,4.0
856,2011-02-08,1,0,2,2,False,2,2,0.26,0.2727,0.93,0.1045,1,1,2.0
857,2011-02-08,1,0,2,3,False,2,3,0.28,0.2727,0.93,0.1642,0,1,1.0
858,2011-02-08,1,0,2,4,False,2,1,0.26,0.2576,0.93,0.1642,0,3,3.0
859,2011-02-08,1,0,2,5,False,2,1,0.26,0.2273,0.81,0.3284,0,2,2.0
860,2011-02-08,1,0,2,6,False,2,1,0.26,0.2273,0.7,0.3284,0,39,39.0
861,2011-02-08,1,0,2,7,False,2,1,0.24,0.197,0.65,0.4179,3,97,100.0
862,2011-02-08,1,0,2,8,False,2,1,0.24,0.197,0.56,0.4925,7,236,49.0
863,2011-02-08,1,0,2,9,False,2,1,0.24,0.197,0.52,0.4925,7,128,135.0
864,2011-02-08,1,0,2,10,False,2,1,0.22,0.1818,0.47,0.5522,4,44,48.0
865,2011-02-08,1,0,2,11,False,2,1,0.22,0.1818,0.47,0.4627,1,49,50.0
866,2011-02-08,1,0,2,12,False,2,1,0.24,0.197,0.38,0.4925,2,63,65.0
